Company	Product	metric_type	units	freq	metric_value	metric_key
Pfizer	Xeljanz	product_sales	usd_mm	YEAR	112.000	2013-12-31
Par Pharmaceutical Companies	Fluoxetine	product_sales	usd_mm	YEAR	5.605	2013-12-31
Valeant Pharmaceuticals International	Bedoyecta	product_sales	usd_mm	YEAR	6.200	2013-12-31
NitroMed	BiDil	product_sales	usd_mm	YEAR	5.869	2013-12-31
Actavis	Dextromethorphan & Guaifenesin	product_sales	usd_mm	YEAR	5.221	2013-12-31
Novartis	Signifor	product_sales	usd_mm	YEAR	28.750	2013-12-31
Valeant Pharmaceuticals International	Tasmar	product_sales	usd_mm	YEAR	6.500	2013-12-31
Sagent Pharmaceuticals	Piperacillin & Tazobactam	product_sales	usd_mm	YEAR	1.900	2013-12-31
AbbVie	Biaxin	product_sales	usd_mm	YEAR	5.382	2013-12-31
Mylan	Levetiracetam	product_sales	usd_mm	YEAR	5.103	2013-12-31
Novartis	Ciloxan	product_sales	usd_mm	YEAR	4.300	2013-12-31
Sagent Pharmaceuticals	Vancomycin Hydrochloride	product_sales	usd_mm	YEAR	3.815	2013-12-31
Merck & Co	Zemuron	product_sales	usd_mm	YEAR	4.888	2013-12-31
Actavis	Tenuate	product_sales	usd_mm	YEAR	4.900	2013-12-31
Teva Pharmaceutical Industries	Lamotrigine	product_sales	usd_mm	YEAR	4.851	2013-12-31
Akorn	Vancomycin Hydrochloride	product_sales	usd_mm	YEAR	11.600	2013-12-31
GTx	Fareston	product_sales	usd_mm	YEAR	0.000	2013-12-31
Akorn	Ephedrine sulfate injection	product_sales	usd_mm	YEAR	6.700	2013-12-31
Nestlé	Helidac	product_sales	usd_mm	YEAR	4.923	2013-12-31
Apotex	Paroxetine	product_sales	usd_mm	YEAR	3.884	2013-12-31
Ranbaxy Laboratories	Ganciclovir	product_sales	usd_mm	YEAR	6.288	2013-12-31
Ranbaxy Laboratories	Westcort	product_sales	usd_mm	YEAR	0.808	2013-12-31
Forest Laboratories	Thyrolar	product_sales	usd_mm	YEAR	5.000	2013-12-31
Merck & Co	Proscar	product_sales	usd_mm	YEAR	4.000	2013-12-31
Merck & Co	Adalat	product_sales	usd_mm	YEAR	5.000	2013-12-31
Merck & Co	Nimotop	product_sales	usd_mm	YEAR	5.000	2013-12-31
Merck & Co	Remeron	product_sales	usd_mm	YEAR	6.000	2013-12-31
Mylan	Bromocriptine mesylate	product_sales	usd_mm	YEAR	5.000	2013-12-31
Mylan	Fluconazole	product_sales	usd_mm	YEAR	5.000	2013-12-31
Mylan	Citalopram	product_sales	usd_mm	YEAR	5.000	2013-12-31
Mylan	Anagrelide	product_sales	usd_mm	YEAR	5.000	2013-12-31
Teva Pharmaceutical Industries	Mirtazapine Tablets	product_sales	usd_mm	YEAR	5.000	2013-12-31
Teva Pharmaceutical Industries	Lithium carbonate	product_sales	usd_mm	YEAR	5.000	2013-12-31
Teva Pharmaceutical Industries	Mefloquine	product_sales	usd_mm	YEAR	5.000	2013-12-31
Teva Pharmaceutical Industries	Pyridostigmine	product_sales	usd_mm	YEAR	5.000	2013-12-31
Teva Pharmaceutical Industries	Aygestin	product_sales	usd_mm	YEAR	5.000	2013-12-31
Teva Pharmaceutical Industries	Dextroamphetamine Sulfate	product_sales	usd_mm	YEAR	5.000	2013-12-31
Actavis	Actigall	product_sales	usd_mm	YEAR	5.000	2013-12-31
Actavis	Alora	product_sales	usd_mm	YEAR	5.000	2013-12-31
Actavis	Norinyl	product_sales	usd_mm	YEAR	5.000	2013-12-31
Actavis	Nor-QD	product_sales	usd_mm	YEAR	5.000	2013-12-31
Actavis	Maxidone	product_sales	usd_mm	YEAR	5.000	2013-12-31
Actavis	Alendronate	product_sales	usd_mm	YEAR	5.000	2013-12-31
Pfizer	Cardura	product_sales	usd_mm	YEAR	4.000	2013-12-31
Pfizer	Daypro	product_sales	usd_mm	YEAR	5.000	2013-12-31
Pfizer	Inspra	product_sales	usd_mm	YEAR	6.000	2013-12-31
IMPAX Laboratories	Fludrocortisone acetate	product_sales	usd_mm	YEAR	5.000	2013-12-31
IMPAX Laboratories	Fexofenadine & Pseudoephedrine ER	product_sales	usd_mm	YEAR	5.000	2013-12-31
IMPAX Laboratories	Divalproex ER	product_sales	usd_mm	YEAR	5.000	2013-12-31
Par Pharmaceutical Companies	Mirtazapine	product_sales	usd_mm	YEAR	5.000	2013-12-31
Par Pharmaceutical Companies	Ribavirin	product_sales	usd_mm	YEAR	5.000	2013-12-31
Par Pharmaceutical Companies	Verapamil ER	product_sales	usd_mm	YEAR	5.000	2013-12-31
Par Pharmaceutical Companies	Propranolol ER	product_sales	usd_mm	YEAR	5.000	2013-12-31
Sagent Pharmaceuticals	Gemcitabine	product_sales	usd_mm	YEAR	1.500	2013-12-31
Pfizer	Synercid	product_sales	usd_mm	YEAR	5.000	2013-12-31
Par Pharmaceutical Companies	Lovastatin	product_sales	usd_mm	YEAR	4.646	2013-12-31
Shionogi	Cuvposa	product_sales	usd_mm	YEAR	0.000	2013-12-31
Dainippon Sumitomo Pharma	Zetonna	product_sales	usd_mm	YEAR	18.974	2013-12-31
GlaxoSmithKline	Bexxar	product_sales	usd_mm	YEAR	4.770	2013-12-31
Nestlé	Imuran	product_sales	usd_mm	YEAR	4.578	2013-12-31
GlaxoSmithKline	Zovirax	product_sales	usd_mm	YEAR	1.565	2013-12-31
Pernix Therapeutics	Pediatex TD	product_sales	usd_mm	YEAR	5.675	2013-12-31
Warner Chilcott	Estrostep	product_sales	usd_mm	YEAR	3.221	2013-12-31
Cangene	Anthrax Immune Globulin (AIG)	product_sales	usd_mm	YEAR	4.470	2013-12-31
Pfizer	Bosulif	product_sales	usd_mm	YEAR	23.133	2013-12-31
Actavis	Tenuate Dospan	product_sales	usd_mm	YEAR	3.459	2013-12-31
Teva Pharmaceutical Industries	Seasonale	product_sales	usd_mm	YEAR	4.500	2013-12-31
Sagent Pharmaceuticals	Ampicillin Injection	product_sales	usd_mm	YEAR	5.362	2013-12-31
Nestlé	Mercaptopurine	product_sales	usd_mm	YEAR	4.234	2013-12-31
Teva Pharmaceutical Industries	Paroxetine	product_sales	usd_mm	YEAR	4.400	2013-12-31
Valeant Pharmaceuticals International	Dermatix	product_sales	usd_mm	YEAR	4.800	2013-12-31
Teva Pharmaceutical Industries	Divalproex Sodium ER	product_sales	usd_mm	YEAR	2.906	2013-12-31
Lupin	Meloxicam	product_sales	usd_mm	YEAR	4.756	2013-12-31
Akorn	Gentak	product_sales	usd_mm	YEAR	4.300	2013-12-31
Takeda	Flora-Q	product_sales	usd_mm	YEAR	4.513	2013-12-31
Dr. Reddy's Laboratories	Pravastatin	product_sales	usd_mm	YEAR	3.885	2013-12-31
Sagent Pharmaceuticals	Midazolam Injection	product_sales	usd_mm	YEAR	1.547	2013-12-31
InterMune	Actimmune	product_sales	usd_mm	YEAR	0.000	2013-12-31
Merck & Co	Crixivan	product_sales	usd_mm	YEAR	1.903	2013-12-31
Perrigo Company	Nicotine polacrilex gum	product_sales	usd_mm	YEAR	4.356	2013-12-31
Ranbaxy Laboratories	Riomet	product_sales	usd_mm	YEAR	5.030	2013-12-31
Shire	Agrylin	product_sales	usd_mm	YEAR	4.000	2013-12-31
Teva Pharmaceutical Industries	Revia	product_sales	usd_mm	YEAR	4.000	2013-12-31
AstraZeneca	Plendil	product_sales	usd_mm	YEAR	0.000	2013-12-31
Allergan	Elimite	product_sales	usd_mm	YEAR	4.000	2013-12-31
Actavis	Monodox	product_sales	usd_mm	YEAR	4.000	2013-12-31
Actavis	Ogestrel	product_sales	usd_mm	YEAR	3.400	2013-12-31
Actavis	Nora-BE	product_sales	usd_mm	YEAR	3.400	2013-12-31
Pfizer	Diflucan	product_sales	usd_mm	YEAR	3.000	2013-12-31
Valeant Pharmaceuticals International	Zelapar	product_sales	usd_mm	YEAR	3.600	2013-12-31
Bausch + Lomb	Brimonidine	product_sales	usd_mm	YEAR	2.389	2013-12-31
Sagent Pharmaceuticals	Topotecan Hydrochloride	product_sales	usd_mm	YEAR	4.100	2013-12-31
Sagent Pharmaceuticals	Paclitaxel injection	product_sales	usd_mm	YEAR	1.547	2013-12-31
Sagent Pharmaceuticals	Oxacillin	product_sales	usd_mm	YEAR	7.218	2013-12-31
Sagent Pharmaceuticals	Adenosine	product_sales	usd_mm	YEAR	3.600	2013-12-31
Meda	Optivar	product_sales	usd_mm	YEAR	3.834	2013-12-31
Novogyne Pharmaceuticals	CombiPatch/Estalis	product_sales	usd_mm	YEAR	2.672	2013-12-31
Perrigo Company	Ketotifen Fumarate	product_sales	usd_mm	YEAR	4.100	2013-12-31
Sanofi	Ketek	product_sales	usd_mm	YEAR	4.016	2013-12-31
Sanofi	Amaryl	product_sales	usd_mm	YEAR	2.657	2013-12-31
Teva Pharmaceutical Industries	Nasarel/Nasalide	product_sales	usd_mm	YEAR	3.800	2013-12-31
Akorn	Hydromorphone Hydrochloride	product_sales	usd_mm	YEAR	4.100	2013-12-31
Valeant Pharmaceuticals International	Restylane	product_sales	usd_mm	YEAR	111.000	2013-12-31
Par Pharmaceutical Companies	Diltiazem CD	product_sales	usd_mm	YEAR	27.212	2013-12-31
Akorn	Ketotifen Fumarate Ophthalmic Solution	product_sales	usd_mm	YEAR	3.100	2013-12-31
NeurogesX	Qutenza	product_sales	usd_mm	YEAR	2.082	2013-12-31
Forest Laboratories	Tiazac	product_sales	usd_mm	YEAR	3.100	2013-12-31
Novartis	Aredia	product_sales	usd_mm	YEAR	3.602	2013-12-31
Acorda Therapeutics	Zanaflex	product_sales	usd_mm	YEAR	3.400	2013-12-31
Actavis	Morphine Sulphate	product_sales	usd_mm	YEAR	3.200	2013-12-31
Hospira	Topotecan	product_sales	usd_mm	YEAR	3.300	2013-12-31
Merck & Co	Desogen	product_sales	usd_mm	YEAR	3.176	2013-12-31
Actavis	Ibandronate Sodium	product_sales	usd_mm	YEAR	1.928	2013-12-31
Abbott Laboratories	Hytrin	product_sales	usd_mm	YEAR	3.172	2013-12-31
Par Pharmaceutical Companies	Ibuprofen	product_sales	usd_mm	YEAR	2.995	2013-12-31
Corcept Therapeutics	Korlym	product_sales	usd_mm	YEAR	10.368	2013-12-31
Nestlé	Ridaura	product_sales	usd_mm	YEAR	3.176	2013-12-31
IMPAX Laboratories	Tamsulosin	product_sales	usd_mm	YEAR	2.500	2013-12-31
Pernix Therapeutics	Aldex CT	product_sales	usd_mm	YEAR	3.651	2013-12-31
Abbott Laboratories	Teveten	product_sales	usd_mm	YEAR	0.000	2013-12-31
Merck & Co	Juvisync	product_sales	usd_mm	YEAR	2.160	2013-12-31
Teva Pharmaceutical Industries	Desmopressin Acetate Injection	product_sales	usd_mm	YEAR	3.000	2013-12-31
Teva Pharmaceutical Industries	Granisetron IV	product_sales	usd_mm	YEAR	3.000	2013-12-31
Teva Pharmaceutical Industries	Desmopressin Acetate Tablets	product_sales	usd_mm	YEAR	3.000	2013-12-31
Teva Pharmaceutical Industries	Granisetron	product_sales	usd_mm	YEAR	3.000	2013-12-31
IMPAX Laboratories	Demeclocycline	product_sales	usd_mm	YEAR	3.000	2013-12-31
Par Pharmaceutical Companies	Olanzapine ODT	product_sales	usd_mm	YEAR	2.000	2013-12-31
Salix Pharmaceuticals	Azasan	product_sales	usd_mm	YEAR	3.000	2013-12-31
Actient Pharmaceuticals	Striant	product_sales	usd_mm	YEAR	0.000	2013-12-31
Pfizer	Tapazole	product_sales	usd_mm	YEAR	3.000	2013-12-31
Dr. Reddy's Laboratories	Citalopram	product_sales	usd_mm	YEAR	2.437	2013-12-31
Dr. Reddy's Laboratories	Fluoxetine	product_sales	usd_mm	YEAR	2.422	2013-12-31
Mylan	Levofloxacin	product_sales	usd_mm	YEAR	0.184	2013-12-31
Actavis	Zenchent	product_sales	usd_mm	YEAR	1.795	2013-12-31
Halozyme Therapeutics	Hylenex	product_sales	usd_mm	YEAR	11.497	2013-12-31
Access Pharmaceuticals	MuGard	product_sales	usd_mm	YEAR	0.000	2013-12-31
Akorn	Apraclonidine	product_sales	usd_mm	YEAR	3.248	2013-12-31
Forest Laboratories	Monurol	product_sales	usd_mm	YEAR	4.800	2013-12-31
Actavis (pre Watson Pharmaceuticals)	Gabapentin	product_sales	usd_mm	YEAR	0.000	2013-12-31
Cornerstone Therapeutics	Chlorpheniramine Polistirex & Hydrocodone Polistirex	product_sales	usd_mm	YEAR	3.667	2013-12-31
Actavis	Albuterol Sulfate	product_sales	usd_mm	YEAR	2.400	2013-12-31
Actavis	Ipratropium & Albuterol	product_sales	usd_mm	YEAR	2.400	2013-12-31
Fougera Pharmaceuticals	Rosula	product_sales	usd_mm	YEAR	0.000	2013-12-31
Dr. Reddy's Laboratories	Carvedilol	product_sales	usd_mm	YEAR	2.483	2013-12-31
Actavis	Amlodipine Besylate & Benazepril Hydrochloride	product_sales	usd_mm	YEAR	2.600	2013-12-31
Hisamitsu Pharmaceutical	Lithobid	product_sales	usd_mm	YEAR	3.026	2013-12-31
Medicure	Aggrastat	product_sales	usd_mm	YEAR	4.078	2013-12-31
Mylan	Alfuzosin Hydrochloride	product_sales	usd_mm	YEAR	0.412	2013-12-31
Forest Laboratories	Esgic	product_sales	usd_mm	YEAR	1.694	2013-12-31
Par Pharmaceutical Companies	Paroxetine	product_sales	usd_mm	YEAR	2.385	2013-12-31
Actavis	Rivastigmine	product_sales	usd_mm	YEAR	2.500	2013-12-31
Valeant Pharmaceuticals International	Ziana	product_sales	usd_mm	YEAR	74.300	2013-12-31
Valeant Pharmaceuticals International	Demser	product_sales	usd_mm	YEAR	2.900	2013-12-31
Valeant Pharmaceuticals International	Zyclara	product_sales	usd_mm	YEAR	40.850	2013-12-31
IMPAX Laboratories	Terbutaline Sulfate	product_sales	usd_mm	YEAR	2.500	2013-12-31
Cangene	Vaccinia Immune Globulin I.V	product_sales	usd_mm	YEAR	0.000	2013-12-31
Merck & Co	Zioptan	product_sales	usd_mm	YEAR	3.278	2013-12-31
Azur Pharma	Prialt	product_sales	usd_mm	YEAR	0.000	2013-12-31
Valeant Pharmaceuticals International	Isordil	product_sales	usd_mm	YEAR	2.900	2013-12-31
Valeant Pharmaceuticals International	Biafine	product_sales	usd_mm	YEAR	2.500	2013-12-31
Pernix Therapeutics	BroveX PEB DM	product_sales	usd_mm	YEAR	2.591	2013-12-31
Novartis	Rosula	product_sales	usd_mm	YEAR	2.009	2013-12-31
Eli Lilly	Amyvid	product_sales	usd_mm	YEAR	2.800	2013-12-31
Obagi Medical Products	Refissa	product_sales	usd_mm	YEAR	0.934	2013-12-31
Abbott Laboratories	PCE	product_sales	usd_mm	YEAR	2.013	2013-12-31
Allergan	Alocril	product_sales	usd_mm	YEAR	1.904	2013-12-31
VIVUS	Qsymia	product_sales	usd_mm	YEAR	23.718	2013-12-31
Teva Pharmaceutical Industries	Dexmethylphenidate	product_sales	usd_mm	YEAR	0.000	2013-12-31
Teva Pharmaceutical Industries	Nortrel 0.5/3.5	product_sales	usd_mm	YEAR	2.000	2013-12-31
Actavis	Valacyclovir	product_sales	usd_mm	YEAR	2.000	2013-12-31
Pfizer	Unasyn	product_sales	usd_mm	YEAR	1.000	2013-12-31
Pfizer	Sonata	product_sales	usd_mm	YEAR	2.000	2013-12-31
Valeant Pharmaceuticals International	Buphenyl	product_sales	usd_mm	YEAR	19.000	2013-12-31
IMPAX Laboratories	Minocycline	product_sales	usd_mm	YEAR	2.000	2013-12-31
Warner Chilcott	Duricef	product_sales	usd_mm	YEAR	1.496	2013-12-31
Endo International	Percodan	product_sales	usd_mm	YEAR	1.000	2013-12-31
Endo International	Zydone	product_sales	usd_mm	YEAR	1.000	2013-12-31
Endo International	Delatestryl	product_sales	usd_mm	YEAR	1.000	2013-12-31
Sagent Pharmaceuticals	Leucovorin Calcium	product_sales	usd_mm	YEAR	11.300	2013-12-31
GlaxoSmithKline	Tagamet	product_sales	usd_mm	YEAR	1.908	2013-12-31
Novogyne Pharmaceuticals	Vivelle/Menorest	product_sales	usd_mm	YEAR	1.870	2013-12-31
Medicis Pharmaceutical	Loprox	product_sales	usd_mm	YEAR	0.000	2013-12-31
Fougera Pharmaceuticals	Zonalon	product_sales	usd_mm	YEAR	0.000	2013-12-31
Dr. Reddy's Laboratories	Famotidine	product_sales	usd_mm	YEAR	1.657	2013-12-31
Bausch + Lomb	Ofloxacin	product_sales	usd_mm	YEAR	1.087	2013-12-31
Valeant Pharmaceuticals International	Capital & Codeine	product_sales	usd_mm	YEAR	1.100	2013-12-31
Perrigo Company	Nicotine Lozenges/Gum/Patch	product_sales	usd_mm	YEAR	2.424	2013-12-31
Mylan	Amlodipine Besylat/Benazepril	product_sales	usd_mm	YEAR	0.000	2013-12-31
Azur Pharma	FazaClo	product_sales	usd_mm	YEAR	0.000	2013-12-31
Valeant Pharmaceuticals International	Dysport Next Generation	product_sales	usd_mm	YEAR	87.500	2013-12-31
Ranbaxy Laboratories	Simvastatin	product_sales	usd_mm	YEAR	1.750	2013-12-31
Actavis	Cormax	product_sales	usd_mm	YEAR	0.000	2013-12-31
Perrigo Company	Ciclopirox Olamine Cream	product_sales	usd_mm	YEAR	1.700	2013-12-31
Fougera Pharmaceuticals	LidaMantle	product_sales	usd_mm	YEAR	0.000	2013-12-31
Fougera Pharmaceuticals	Zoderm	product_sales	usd_mm	YEAR	0.000	2013-12-31
Valeant Pharmaceuticals International	Vanos	product_sales	usd_mm	YEAR	72.000	2013-12-31
GlaxoSmithKline	Augmentin IR	product_sales	usd_mm	YEAR	1.565	2013-12-31
Perrigo Company	Epinastine Hydrochloride	product_sales	usd_mm	YEAR	1.578	2013-12-31
Novartis	Zonalon	product_sales	usd_mm	YEAR	1.434	2013-12-31
Valeant Pharmaceuticals International	Maxair	product_sales	usd_mm	YEAR	29.000	2013-12-31
Valeant Pharmaceuticals International	Bupap	product_sales	usd_mm	YEAR	0.000	2013-12-31
Pernix Therapeutics	BroveX PSB DM	product_sales	usd_mm	YEAR	1.593	2013-12-31
Novartis	LidaMantle	product_sales	usd_mm	YEAR	1.244	2013-12-31
Roche	Copegus	product_sales	usd_mm	YEAR	0.000	2013-12-31
IMPAX Laboratories	Imiquimod 5% Cream	product_sales	usd_mm	YEAR	7.300	2013-12-31
Actavis	Cyclobenzaprine Hydrochloride	product_sales	usd_mm	YEAR	1.294	2013-12-31
Columbia Laboratories	Striant	product_sales	usd_mm	YEAR	1.293	2013-12-31
Sanofi	Insuman	product_sales	usd_mm	YEAR	1.328	2013-12-31
Novartis	Zoderm	product_sales	usd_mm	YEAR	1.152	2013-12-31
Takeda	Glutofac	product_sales	usd_mm	YEAR	1.320	2013-12-31
Valeant Pharmaceuticals International	Minitran	product_sales	usd_mm	YEAR	23.639	2013-12-31
Akorn	Ciprofloxacin Ophthalmic Solution	product_sales	usd_mm	YEAR	1.418	2013-12-31
Mylan	Cyclobenzaprine HCl ER	product_sales	usd_mm	YEAR	0.989	2013-12-31
Roche	Rocephin	product_sales	usd_mm	YEAR	0.000	2013-12-31
Ranbaxy Laboratories	Pravastatin	product_sales	usd_mm	YEAR	0.000	2013-12-31
Perrigo Company	Fluticasone Propionate Cream	product_sales	usd_mm	YEAR	5.200	2013-12-31
Mylan	Doxycycline	product_sales	usd_mm	YEAR	0.000	2013-12-31
Novartis	Voltaren	product_sales	usd_mm	YEAR	2.000	2013-12-31
IMPAX Laboratories	Carbidopa/Levodopa ER	product_sales	usd_mm	YEAR	1.000	2013-12-31
IMPAX Laboratories	Midodrine Hydrochloride	product_sales	usd_mm	YEAR	1.000	2013-12-31
Par Pharmaceutical Companies	Quinapril	product_sales	usd_mm	YEAR	1.000	2013-12-31
Par Pharmaceutical Companies	Glyburide & Metformin Hydrochloride	product_sales	usd_mm	YEAR	1.000	2013-12-31
Par Pharmaceutical Companies	Olanzapine & Fluoxetine HCl	product_sales	usd_mm	YEAR	1.000	2013-12-31
Cumberland Pharmaceuticals	Caldolor	product_sales	usd_mm	YEAR	2.090	2013-12-31
Par Pharmaceutical Companies	Tramadol HCL & Acetaminophen	product_sales	usd_mm	YEAR	0.889	2013-12-31
Medicis Pharmaceutical	Dynacin	product_sales	usd_mm	YEAR	0.000	2013-12-31
MYOS	MYO-X	product_sales	usd_mm	YEAR	3.318	2013-12-31
XOMA	Aceon	product_sales	usd_mm	YEAR	0.000	2013-12-31
Actavis	Amethyst	product_sales	usd_mm	YEAR	1.950	2013-12-31
Actavis	Ranitidine	product_sales	usd_mm	YEAR	0.000	2013-12-31
Takeda	Deconamine	product_sales	usd_mm	YEAR	0.793	2013-12-31
Fougera Pharmaceuticals	Carmol	product_sales	usd_mm	YEAR	0.000	2013-12-31
Questcor Pharmaceuticals	Doral	product_sales	usd_mm	YEAR	0.800	2013-12-31
Valeant Pharmaceuticals International	Tambocor Oral	product_sales	usd_mm	YEAR	5.792	2013-12-31
Neptune Technologies & Bioressources	Onemia	product_sales	usd_mm	YEAR	0.486	2013-12-31
Novartis	Carmol	product_sales	usd_mm	YEAR	0.347	2013-12-31
Azur Pharma	Elestrin	product_sales	usd_mm	YEAR	0.000	2013-12-31
Akorn	Capastat	product_sales	usd_mm	YEAR	0.698	2013-12-31
Valeant Pharmaceuticals International	MetroGel-Vaginal	product_sales	usd_mm	YEAR	10.000	2013-12-31
Pernix Therapeutics	Aldex AN	product_sales	usd_mm	YEAR	0.638	2013-12-31
Akorn	Akten	product_sales	usd_mm	YEAR	0.130	2013-12-31
Photocure	Allumera	product_sales	usd_mm	YEAR	0.000	2013-12-31
IMPAX Laboratories	Anagrelide Hydrochloride	product_sales	usd_mm	YEAR	0.500	2013-12-31
IMPAX Laboratories	Bethanechol Chloride	product_sales	usd_mm	YEAR	0.500	2013-12-31
IMPAX Laboratories	Nadolol/Bendroflumethiazide	product_sales	usd_mm	YEAR	0.500	2013-12-31
Pernix Therapeutics	BroveX PSE DM	product_sales	usd_mm	YEAR	0.599	2013-12-31
Medicis Pharmaceutical	Lidex	product_sales	usd_mm	YEAR	0.000	2013-12-31
Medicis Pharmaceutical	Synalar	product_sales	usd_mm	YEAR	0.000	2013-12-31
GlaxoSmithKline	Avandamet	product_sales	usd_mm	YEAR	0.000	2013-12-31
Savient Pharmaceuticals	Oxandrin	product_sales	usd_mm	YEAR	0.360	2013-12-31
Pernix Therapeutics	BroveX PEB	product_sales	usd_mm	YEAR	0.427	2013-12-31
Pernix Therapeutics	BroveX PSB	product_sales	usd_mm	YEAR	0.412	2013-12-31
Horizon Pharma	Rayos	product_sales	usd_mm	YEAR	5.800	2013-12-31
Mylan	Sildenafil Citrate	product_sales	usd_mm	YEAR	3.785	2013-12-31
Cornerstone Therapeutics	Spectracef	product_sales	usd_mm	YEAR	0.000	2013-12-31
GlaxoSmithKline	Avandaryl/Avaglim	product_sales	usd_mm	YEAR	0.000	2013-12-31
Cornerstone Therapeutics	Factive	product_sales	usd_mm	YEAR	0.000	2013-12-31
Actavis	Sildenafil Citrate	product_sales	usd_mm	YEAR	4.264	2013-12-31
Pernix Therapeutics	Rezyst IM	product_sales	usd_mm	YEAR	0.284	2013-12-31
Takeda	Tyzine	product_sales	usd_mm	YEAR	0.217	2013-12-31
Moberg Pharma	Kerasal Neurocream	product_sales	usd_mm	YEAR	4.033	2013-12-31
Allergan	Ocuflox	product_sales	usd_mm	YEAR	0.200	2013-12-31
Actavis	Brevicon	product_sales	usd_mm	YEAR	0.200	2013-12-31
Valeant Pharmaceuticals International	Aldara	product_sales	usd_mm	YEAR	6.000	2013-12-31
Pernix Therapeutics	BroveX PSE	product_sales	usd_mm	YEAR	0.143	2013-12-31
Genta	Ganite	product_sales	usd_mm	YEAR	0.000	2013-12-31
Valeant Pharmaceuticals International	Loprox	product_sales	usd_mm	YEAR	1.600	2013-12-31
Pfizer	Corzide	product_sales	usd_mm	YEAR	0.099	2013-12-31
Pivotal Therapeutics	Vascazen	product_sales	usd_mm	YEAR	0.000	2013-12-31
Takeda	Brontex	product_sales	usd_mm	YEAR	0.091	2013-12-31
Par Pharmaceutical Companies	Ciprofloxacin ER	product_sales	usd_mm	YEAR	0.043	2013-12-31
Taxus Cardium Pharmaceuticals Group	Excellagen	product_sales	usd_mm	YEAR	0.109	2013-12-31
Valeant Pharmaceuticals International	Dynacin	product_sales	usd_mm	YEAR	0.800	2013-12-31
DARA BioSciences	Soltamox	product_sales	usd_mm	YEAR	0.419	2013-12-31
Oxygen Biotherapeutics	Dermacyte	product_sales	usd_mm	YEAR	0.000	2013-12-31
Pernix Therapeutics	Quinzyme	product_sales	usd_mm	YEAR	0.055	2013-12-31
Valeant Pharmaceuticals International	Synalar	product_sales	usd_mm	YEAR	0.500	2013-12-31
Valeant Pharmaceuticals International	Lidex	product_sales	usd_mm	YEAR	0.000	2013-12-31
Mylan	Gabapentin	product_sales	usd_mm	YEAR	0.007	2013-12-31
Elan	Azactam	product_sales	usd_mm	YEAR	0.000	2013-12-31
Sanofi	Allegra	product_sales	usd_mm	YEAR	-3.985	2013-12-31
Cornerstone Therapeutics	AlleRx Dose Pack DF	product_sales	usd_mm	YEAR	0.000	2013-12-31
GlaxoSmithKline	Paxil CR	product_sales	usd_mm	YEAR	6.240	2013-12-31
AstraZeneca	Casodex	product_sales	usd_mm	YEAR	5.000	2013-12-31
GlaxoSmithKline	Avandia	product_sales	usd_mm	YEAR	0.000	2013-12-31
Acorda Therapeutics	Qutenza	product_sales	usd_mm	YEAR	0.052	2013-12-31
Exelixis	Cometriq	product_sales	usd_mm	YEAR	15.017	2013-12-31
Spectrum Pharmaceuticals	Marqibo	product_sales	usd_mm	YEAR	1.300	2013-12-31
NPS Pharmaceuticals	Gattex	product_sales	usd_mm	YEAR	31.752	2013-12-31
Amgen	Kyprolis	product_sales	usd_mm	YEAR	71.000	2013-12-31
Bayer	Glucobay	product_sales	usd_mm	YEAR	1.328	2013-12-31
Bayer	Adempas	product_sales	usd_mm	YEAR	9.299	2013-12-31
Bayer	Xofigo	product_sales	usd_mm	YEAR	54.465	2013-12-31
Bristol-Myers Squibb	Eliquis	product_sales	usd_mm	YEAR	97.000	2013-12-31
Eisai	Fycompa	product_sales	usd_mm	YEAR	6.990	2013-12-31
Eisai	Belviq	product_sales	usd_mm	YEAR	25.195	2013-12-31
Forest Laboratories	Namenda XR	product_sales	usd_mm	YEAR	135.806	2013-12-31
Forest Laboratories	Fetzima	product_sales	usd_mm	YEAR	11.700	2013-12-31
Forest Laboratories	Saphris	product_sales	usd_mm	YEAR	27.900	2013-12-31
Forest Laboratories	Carafate	product_sales	usd_mm	YEAR	21.500	2013-12-31
Forest Laboratories	Urso	product_sales	usd_mm	YEAR	1.793	2013-12-31
